GPSLatitude,GPSLongitude,GPSAltitude,CreateDate
58.64957681,-134.2093913,1131.1,2021:07:15 22:40:52
58.64956867,-134.209375,1131.1,2021:07:15 22:40:55
58.64956053,-134.2093587,1130.9,2021:07:15 22:40:58
58.64955239,-134.2093587,1130.8,2021:07:15 22:41:01
58.64954425,-134.2093262,1130.8,2021:07:15 22:41:04
58.64955239,-134.2092936,1130.5,2021:07:15 22:41:07
58.64955239,-134.2092122,1130.6,2021:07:15 22:41:10
58.64956867,-134.2091471,1130.8,2021:07:15 22:41:13
58.64960122,-134.2091308,1131.4,2021:07:15 22:41:16
58.64964192,-134.2091471,1131.9,2021:07:15 22:41:19
58.64965819,-134.209082,1132.2,2021:07:15 22:41:22
58.64968261,-134.2090169,1132.6,2021:07:15 22:41:25
58.64971517,-134.2089355,1132.8,2021:07:15 22:41:28
58.64973956,-134.2089193,1133.2,2021:07:15 22:41:31
58.64974769,-134.2088216,1133.4,2021:07:15 22:41:34
58.64975583,-134.2087565,1133.5,2021:07:15 22:41:37
58.64977211,-134.2087402,1133.5,2021:07:15 22:41:40
58.64978839,-134.2087402,1133.4,2021:07:15 22:41:43
58.64979653,-134.2087077,1133.3,2021:07:15 22:41:47
58.64980467,-134.2086914,1132.9,2021:07:15 22:41:50
58.64982094,-134.2086751,1132.1,2021:07:15 22:41:53
58.64982094,-134.2086751,1131.5,2021:07:15 22:41:56
58.64982094,-134.2086751,1130.6,2021:07:15 22:41:59
58.64983722,-134.2086588,1129.7,2021:07:15 22:42:02
58.6498535,-134.2086263,1129.3,2021:07:15 22:42:05
58.64986164,-134.2085775,1129.3,2021:07:15 22:42:08
58.64986164,-134.2085286,1129,2021:07:15 22:42:11
58.64986978,-134.2084798,1128.8,2021:07:15 22:42:14
58.64987792,-134.2084473,1128.3,2021:07:15 22:42:17
58.64988606,-134.208431,1128,2021:07:15 22:42:20
58.64988606,-134.208431,1127.9,2021:07:15 22:42:23
58.64988606,-134.2084473,1127.5,2021:07:15 22:42:26
58.64987792,-134.2084635,1126.9,2021:07:15 22:42:29
58.64987792,-134.2084798,1126.7,2021:07:15 22:42:32
58.64986978,-134.2084635,1126.5,2021:07:15 22:42:36
58.64987792,-134.208431,1126.5,2021:07:15 22:42:39
58.64988606,-134.208431,1126.2,2021:07:15 22:42:42
58.64988606,-134.2084473,1126.2,2021:07:15 22:42:45
58.64989419,-134.2084798,1126,2021:07:15 22:42:48
58.64988606,-134.2084961,1125.9,2021:07:15 22:42:51
58.64987792,-134.2085124,1125.8,2021:07:15 22:42:54
58.64986978,-134.2084961,1125.7,2021:07:15 22:42:57
58.64986164,-134.2084798,1125.5,2021:07:15 22:43:00
58.64986164,-134.2084635,1125.4,2021:07:15 22:43:03
58.64986164,-134.2084798,1125.4,2021:07:15 22:43:06
58.64986978,-134.2084798,1125.5,2021:07:15 22:43:09
58.64986978,-134.2085124,1125.3,2021:07:15 22:43:12
58.64986164,-134.2085612,1125.1,2021:07:15 22:43:15
58.64986164,-134.2085775,1124.8,2021:07:15 22:43:18
58.64986164,-134.2085775,1124.7,2021:07:15 22:43:21
58.64986164,-134.2085938,1124.3,2021:07:15 22:43:24
58.64986978,-134.2085775,1124.6,2021:07:15 22:43:28
58.64988606,-134.2085938,1123.5,2021:07:15 22:43:31
58.64992675,-134.20861,1121.5,2021:07:15 22:43:38
