SourceFile,FileName,GPSLatitude,GPSLongitude,GPSAltitude,CreateDate,relativealtitude
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095117_125.JPG,2021_0715_095117_125.JPG,58.6510416388889,-134.207291638889,1141,2021:07:15 09:51:17,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095120_126.JPG,2021_0715_095120_126.JPG,58.65101725,-134.207389305556,1141.3,2021:07:15 09:51:20,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095123_127.JPG,2021_0715_095123_127.JPG,58.6509602777778,-134.207405583333,1141.8,2021:07:15 09:51:23,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095126_128.JPG,2021_0715_095126_128.JPG,58.6510009722222,-134.207340472222,1143.2,2021:07:15 09:51:26,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095129_129.JPG,2021_0715_095129_129.JPG,58.6510660555556,-134.207421861111,1145.1,2021:07:15 09:51:29,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095132_130.JPG,2021_0715_095132_130.JPG,58.6510497777778,-134.20750325,1146.6,2021:07:15 09:51:32,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095135_131.JPG,2021_0715_095135_131.JPG,58.6510416388889,-134.207666,1146.7,2021:07:15 09:51:35,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095138_132.JPG,2021_0715_095138_132.JPG,58.65110675,-134.207731111111,1149.9,2021:07:15 09:51:38,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095141_133.JPG,2021_0715_095141_133.JPG,58.6511230277778,-134.207682277778,1151,2021:07:15 09:51:41,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095144_134.JPG,2021_0715_095144_134.JPG,58.6510823333333,-134.207714833333,1151.4,2021:07:15 09:51:44,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095147_135.JPG,2021_0715_095147_135.JPG,58.6510904722222,-134.207796222222,1150,2021:07:15 09:51:47,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095150_136.JPG,2021_0715_095150_136.JPG,58.6511148888889,-134.20782875,1152.3,2021:07:15 09:51:50,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095153_137.JPG,2021_0715_095153_137.JPG,58.6511393055556,-134.207861305556,1152.5,2021:07:15 09:51:53,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095156_138.JPG,2021_0715_095156_138.JPG,58.65118,-134.207893861111,1151.9,2021:07:15 09:51:56,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095159_139.JPG,2021_0715_095159_139.JPG,58.6512206944444,-134.207893861111,1150.9,2021:07:15 09:51:59,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095202_140.JPG,2021_0715_095202_140.JPG,58.6512451111111,-134.207926416667,1150.3,2021:07:15 09:52:02,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095205_141.JPG,2021_0715_095205_141.JPG,58.65125325,0,1150.7,2021:07:15 09:52:05,-
